SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,36,NEW YORK,NY,BRILLA CARITAS CHARTER SCHOOL,01,,NY-321000861160,3601221,2336 ANDREWS AVE,,,BRONX,NY,10468,,2336 ANDREWS AVE,,,BRONX,NY,10468,,(347)273-8439,http://brillaschools.org,5,Changed Boundary/Agency,5,Changed Boundary/Agency,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,1
2023-2024,36,NEW YORK,NY,BRILLA PAX CHARTER SCHOOL,01,,NY-321000861161,3601222,2336 ANDREWS AVE,,,BRONX,NY,10468,,2336 ANDREWS AVE,,,BRONX,NY,10468,,(347)273-8439,http://brillaschools.org,5,Changed Boundary/Agency,5,Changed Boundary/Agency,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,1
2023-2024,36,NEW YORK,NY,CAPITAL PREPARATORY BRONX CHARTER SCHOOL,01,,NY-321100861163,3601223,755 CO OP CITY BLVD,,,BRONX,NY,10475,,755 CO OP CITY BLVD,,,BRONX,NY,10475,,(917)838-3684,http://www.capitalprepbronx.org/,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,06,10,Middle,As reported,1
2023-2024,36,NEW YORK,NY,LAMAD ACADEMY CHARTER SCHOOL,01,,NY-331800861168,3601224,1060 CLARKSON AVE-4TH FL,,,BROOKLYN,NY,11212,,1060 CLARKSON AVE-4TH FL,,,BROOKLYN,NY,11212,,(833)465-2623,http://www.lamadacademy.org,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,1
2023-2024,36,NEW YORK,NY,RENAISSANCE CHARTER SCHOOL 2 (THE),01,,NY-342400861128,3601225,45-20 83RD ST,,,ELMHURST,NY,11373,,45-20 83RD ST,,,ELMHURST,NY,11373,,(917)242-3505,http://rencharters.org/,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,KG,09,Other,As reported,1
2023-2024,36,NEW YORK,NY,PRIMARY HALL PREPARATORY CHARTER SCHOOL,01,,NY-140600861184,3601226,2408 MAIN ST,,,BUFFALO,NY,14214,,2408 MAIN ST,,,BUFFALO,NY,14214,,(716)597-4373,http://www.primaryhall.org,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,1
2023-2024,36,NEW YORK,NY,KIPP BEYOND CHARTER SCHOOL,01,,NY-310300861180,3601227,533 W 121ST ST,,,NEW YORK,NY,10027,,533 W 121ST ST,,,NEW YORK,NY,10027,,(646)361-6734,http://kippnyc.org,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,1
2023-2024,36,NEW YORK,NY,AMBER CHARTER SCHOOL INWOOD,01,,NY-310600861176,3601228,532 W 215TH ST,,,NEW YORK,NY,10034,,532 W 215TH ST,,,NEW YORK,NY,10034,,(212)534-9667,http://www.ambercharter.org,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,KG,03,Elementary,As reported,1
2023-2024,36,NEW YORK,NY,E MONROE NEW RENAISSANCE BASKETBALL,01,,NY-320700861169,3601229,1617 PARKVIEW AVE,,,BRONX,NY,10461,,1617 PARKVIEW AVE,,,BRONX,NY,10461,,(718)873-6049,http://www.earlmonroeschool.org,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,09,11,Secondary,As reported,1
2023-2024,36,NEW YORK,NY,ACHIEVEMENT FIRST LEGACY CHARTER SCHOOL,01,,NY-331600861082,3601230,118-49 MONTAUK ST,,,SAINT ALBANS,NY,11412,,118-49 MONTAUK ST,,,SAINT ALBANS,NY,11412,,(347)471-2646,http://www.achievementfirst.org,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported,1
2023-2024,36,NEW YORK,NY,RICHMOND PREPARATORY CHARTER SCHOOL,01,,NY-353100861148,3601231,2 TELEPORT DR-2ND FL,,,STATEN ISLAND,NY,10311,,2 TELEPORT DR-2ND FL,,,STATEN ISLAND,NY,10311,,(347)855-2238,http://richmondprepcharter.org,1,Open,1,Open,05/07/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,1
2023-2024,36,NEW YORK,NY,GLENS FALLS COMMON SCHOOL DISTRICT,01,,NY-630918080000,3602310,120 LAWRENCE ST,,,GLENS FALLS,NY,12801,3758,120 LAWRENCE ST,,,GLENS FALLS,NY,12801,3758,(518)792-3231,http://www.abewing.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,KG,06,Elementary,As reported,1
2023-2024,36,NEW YORK,NY,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,01,,NY-220101040000,3602340,PO BOX 10,,,ADAMS,NY,13605,0010,13180 US RT 11,,,ADAMS CENTER,NY,13606,0010,(315)583-6104,http://www.spartanpride.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,4
2023-2024,36,NEW YORK,NY,ADDISON CENTRAL SCHOOL DISTRICT,01,,NY-570101040000,3602370,7 CLEVELAND DR-STE 101,,,ADDISON,NY,14801,1324,7 CLEVELAND DR-STE 101,,,ADDISON,NY,14801,1324,(607)359-2244,http://www.addisoncsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,AFTON CENTRAL SCHOOL DISTRICT,01,,NY-080101040000,3602400,PO BOX 5,,,AFTON,NY,13730,0005,29 ACADEMY ST,,,AFTON,NY,13730,0005,(607)639-8229,http://www.aftoncsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,2
2023-2024,36,NEW YORK,NY,AKRON CENTRAL SCHOOL DISTRICT,01,,NY-142101040000,3602430,47 BLOOMINGDALE AVE,,,AKRON,NY,14001,1197,47 BLOOMINGDALE AVE,,,AKRON,NY,14001,1197,(716)542-5006,http://www.akronschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,ALBANY CITY SCHOOL DISTRICT,01,,NY-010100010000,3602460,ACADEMY PARK,,,ALBANY,NY,12207,1099,ACADEMY PARK,,,ALBANY,NY,12207,1099,(518)475-6080,http://www.albanyschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,16
2023-2024,36,NEW YORK,NY,ALBION CENTRAL SCHOOL DISTRICT,01,,NY-450101060000,3602520,324 EAST AVE,,,ALBION,NY,14411,1697,324 EAST AVE,,,ALBION,NY,14411,1697,(585)589-2056,http://www.albionk12.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,ALDEN CENTRAL SCHOOL DISTRICT,01,,NY-140101060000,3602550,13190 PARK ST,,,ALDEN,NY,14004,1099,13190 PARK ST,,,ALDEN,NY,14004,1099,(716)937-9116,http://www.aldenschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,4
2023-2024,36,NEW YORK,NY,ALEXANDER CENTRAL SCHOOL DISTRICT,01,,NY-180202040000,3602580,3314 BUFFALO ST,,,ALEXANDER,NY,14005,9769,3314 BUFFALO ST,,,ALEXANDER,NY,14005,9769,(585)591-1551,http://www.alexandercsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,2
2023-2024,36,NEW YORK,NY,ALEXANDRIA CENTRAL SCHOOL DISTRICT,01,,NY-220202040000,3602670,34 BOLTON AVE,,,ALEXANDRIA BAY,NY,13607,1699,34 BOLTON AVE,,,ALEXANDRIA BAY,NY,13607,1699,(315)482-9971,http://www.alexandriacentral.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,2
2023-2024,36,NEW YORK,NY,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,01,,NY-020101040000,3602700,6795 RT 21,,,ALMOND,NY,14804,9716,6795 RT 21,,,ALMOND,NY,14804,9716,(607)276-6500,http://www.aacsapps.com,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,2
2023-2024,36,NEW YORK,NY,WINDSOR CENTRAL SCHOOL DISTRICT,01,,NY-031701060000,3602730,215 MAIN ST,DISTRICT OFFICES,,WINDSOR,NY,13865,4134,1191 NY RT 79,,,WINDSOR,NY,13865,4134,(607)655-8216,http://www.windsor-csd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,4
2023-2024,36,NEW YORK,NY,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,01,,NY-460102040000,3602820,PO BOX 97,,,PARISH,NY,13131,0097,639 COUNTY RT 22,,,PARISH,NY,13131,3339,(315)625-5251,http://www.apwschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,2
2023-2024,36,NEW YORK,NY,AMAGANSETT UNION FREE SCHOOL DISTRICT,01,,NY-580303020000,3602880,PO BOX 7062,,,AMAGANSETT,NY,11930,7062,320 Main Street,,,AMAGANSETT,NY,11930,7062,(631)267-3572,http://www.aufsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,1
2023-2024,36,NEW YORK,NY,AMHERST CENTRAL SCHOOL DISTRICT,01,,NY-140201060000,3602920,55 KINGS HWY,,,AMHERST,NY,14226,4330,55 KINGS HWY,,,AMHERST,NY,14226,4330,(716)362-3000,http://www.amherstschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,4
2023-2024,36,NEW YORK,NY,AMITYVILLE UNION FREE SCHOOL DISTRICT,01,,NY-580106030000,3602940,150 PARK AVE,,,AMITYVILLE,NY,11701,3195,150 PARK AVE,,,AMITYVILLE,NY,11701,3195,(631)565-6019,http://www.amityvilleschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,5
2023-2024,36,NEW YORK,NY,AMSTERDAM CITY SCHOOL DISTRICT,01,,NY-270100010000,3602970,140 SARATOGA AVE,,,AMSTERDAM,NY,12010,0670,140 SARATOGA AVE,,,AMSTERDAM,NY,12010,0670,(518)843-3180,http://www.gasd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,6
2023-2024,36,NEW YORK,NY,ANDES CENTRAL SCHOOL DISTRICT,01,,NY-120102040000,3603000,PO BOX 248,,,ANDES,NY,13731,0248,85 DELAWARE AVE,,,ANDES,NY,13731,0248,(845)676-3167,,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,1
2023-2024,36,NEW YORK,NY,ANDOVER CENTRAL SCHOOL DISTRICT,01,,NY-020601040000,3603030,PO BOX G,,,ANDOVER,NY,14806,0508,31-35 ELM ST,,,ANDOVER,NY,14806,0508,(607)478-8491,http://www.andovercsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,36,NEW YORK,NY,SCHENEVUS CENTRAL SCHOOL DISTRICT,01,,NY-470901040000,3603060,159 MAIN ST,,,SCHENEVUS,NY,12155,0008,159 MAIN ST,,,SCHENEVUS,NY,12155,0008,(607)638-5530,http://www.schenevuscsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,Adjusted,1
2023-2024,36,NEW YORK,NY,ARDSLEY UNION FREE SCHOOL DISTRICT,01,,NY-660405030000,3603180,500 FARM RD,,,ARDSLEY,NY,10502,1410,500 FARM RD,,,ARDSLEY,NY,10502,1410,(914)295-5510,http://www.ardsleyschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,ARGYLE CENTRAL SCHOOL DISTRICT,01,,NY-640101040000,3603210,5023 STATE RT 40,,,ARGYLE,NY,12809,0067,5023 STATE RT 40,,,ARGYLE,NY,12809,0067,(518)638-8243,http://www.argylecsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,2
2023-2024,36,NEW YORK,NY,ARKPORT CENTRAL SCHOOL DISTRICT,01,,NY-571901040000,3603240,PO BOX 70,,,ARKPORT,NY,14807,0070,35 EAST AVE,,,ARKPORT,NY,14807,0070,(607)295-7471,http://www.arkportcsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,1
2023-2024,36,NEW YORK,NY,ARLINGTON CENTRAL SCHOOL DISTRICT,01,,NY-131601060000,3603270,144 TODD HILL RD,,,LAGRANGEVILLE,NY,12540,5916,144 TODD HILL RD,,,LAGRANGEVILLE,NY,12540,5916,(845)486-4460,http://www.arlingtonschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,11
2023-2024,36,NEW YORK,NY,ATTICA CENTRAL SCHOOL DISTRICT,01,,NY-670201060000,3603420,3338 E MAIN ST,,,ATTICA,NY,14011,9699,3338 E MAIN ST,,,ATTICA,NY,14011,9699,(585)591-0400,http://www.atticacsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,AUBURN CITY SCHOOL DISTRICT,01,,NY-050100010000,3603480,78 THORNTON AVE,,,AUBURN,NY,13021,4698,78 THORNTON AVE,,,AUBURN,NY,13021,4698,(315)255-8835,http://www.aecsd.education,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,7
2023-2024,36,NEW YORK,NY,AVOCA CENTRAL SCHOOL DISTRICT,01,,NY-570201040000,3603630,PO BOX G,,,AVOCA,NY,14809,0517,17 OLIVER ST #29,,,AVOCA,NY,14809,0517,(607)566-2221,http://www.avocacsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,1
2023-2024,36,NEW YORK,NY,AVON CENTRAL SCHOOL DISTRICT,01,,NY-240101040000,3603660,191 CLINTON ST,,,AVON,NY,14414,1495,191 CLINTON ST,,,AVON,NY,14414,1495,(585)226-2455,http://www.avoncsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,BABYLON UNION FREE SCHOOL DISTRICT,01,,NY-580101030000,3603720,50 RAILROAD AVE,,,BABYLON,NY,11702,2221,50 RAILROAD AVE,,,BABYLON,NY,11702,2221,(631)893-7925,http://babylon.k12.ny.us,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,01,,NY-080201040000,3603810,18 JULIAND ST,,,BAINBRIDGE,NY,13733,1097,18 JULIAND ST,,,BAINBRIDGE,NY,13733,1097,(607)967-6321,http://www.bgcsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,BALDWIN UNION FREE SCHOOL DISTRICT,01,,NY-280210030000,3603840,960 HASTINGS ST,,,BALDWIN,NY,11510,4798,960 HASTINGS ST,,,BALDWIN,NY,11510,4798,(516)434-6000,http://www.baldwinschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,7
2023-2024,36,NEW YORK,NY,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,01,,NY-420901060000,3603870,29 E ONEIDA ST,,,BALDWINSVILLE,NY,13027,2480,29 E ONEIDA ST,,,BALDWINSVILLE,NY,13027,2480,(315)638-6043,http://www.bville.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,8
2023-2024,36,NEW YORK,NY,BALLSTON SPA CENTRAL SCHOOL DISTRICT,01,,NY-521301060000,3603930,70 MALTA AVE,,,BALLSTON SPA,NY,12020,1599,70 MALTA AVE,,,BALLSTON SPA,NY,12020,1599,(518)884-7195,http://www.bscsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,6
2023-2024,36,NEW YORK,NY,BARKER CENTRAL SCHOOL DISTRICT,01,,NY-401301040000,3603960,1628 QUAKER RD,,,BARKER,NY,14012,0328,1628 QUAKER RD,,,BARKER,NY,14012,0328,(716)795-3832,http://www.barkercsd.net,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,36,NEW YORK,NY,BATAVIA CITY SCHOOL DISTRICT,01,,NY-180300010000,3603990,260 STATE ST,,,BATAVIA,NY,14020,1041,260 STATE ST,,,BATAVIA,NY,14020,1041,(585)343-2480,http://www.bataviacsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,4
2023-2024,36,NEW YORK,NY,BATH CENTRAL SCHOOL DISTRICT,01,,NY-570302060000,3604050,25 ELLAS AVE,,,BATH,NY,14810,1107,25 ELLAS AVE,,,BATH,NY,14810,1107,(607)776-3301,http://www.bathcsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,3
2023-2024,36,NEW YORK,NY,BAY SHORE UNION FREE SCHOOL DISTRICT,01,,NY-580501030000,3604080,75 W PERKAL ST,,,BAY SHORE,NY,11706,6696,75 W PERKAL ST,,,BAY SHORE,NY,11706,6696,(631)968-1115,http://www.bayshoreschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,KG,12,Other,As reported,7
2023-2024,36,NEW YORK,NY,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,01,,NY-580505020000,3604110,189 ACADEMY ST,,,BAYPORT,NY,11705,1799,189 ACADEMY ST,,,BAYPORT,NY,11705,1799,(631)472-7860,http://www.bbpschools.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,5
2023-2024,36,NEW YORK,NY,BEACON CITY SCHOOL DISTRICT,01,,NY-130200010000,3604140,10 EDUCATION DR,,,BEACON,NY,12508,3994,10 EDUCATION DR,,,BEACON,NY,12508,3994,(845)838-6900,http://www.beaconk12.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,6
2023-2024,36,NEW YORK,NY,BEAVER RIVER CENTRAL SCHOOL DISTRICT,01,,NY-231301040000,3604200,PO BOX 179,,,BEAVER FALLS,NY,13305,0179,9508 ARTZ RD,,,BEAVER FALLS,NY,13305,0179,(315)346-1211,http://www.brcsd.org,1,Open,1,Open,05/07/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,3
